country,continent,year,population,life_expectancy,gdp_per_capita
Venezuela,Americas,2002,24287670,72.766,8605.0
Venezuela,Americas,2007,26084662,73.747,11415.8
Vietnam,Asia,1952,26246839,40.412,605.1
Vietnam,Asia,1957,28998543,42.887,676.3
Vietnam,Asia,1962,33796140,45.363,772.0
Vietnam,Asia,1967,39463910,47.838,637.1
Vietnam,Asia,1972,44655014,50.254,699.5
Vietnam,Asia,1977,50533506,55.764,713.5
Vietnam,Asia,1982,56142181,58.816,707.2
Vietnam,Asia,1987,62826491,62.82,820.8
Vietnam,Asia,1992,69940728,67.662,989.0
Vietnam,Asia,1997,76048996,70.672,1385.9
Vietnam,Asia,2002,80908147,73.017,1764.5
Vietnam,Asia,2007,85262356,74.249,2441.6
West Bank and Gaza,Asia,1952,1030585,43.16,1515.6
West Bank and Gaza,Asia,1957,1070439,45.671,1827.1
West Bank and Gaza,Asia,1962,1133134,48.127,2199.0
West Bank and Gaza,Asia,1967,1142636,51.631,2649.7
West Bank and Gaza,Asia,1972,1089572,56.532,3133.4
West Bank and Gaza,Asia,1977,1261091,60.765,3682.8
West Bank and Gaza,Asia,1982,1425876,64.406,4336.0
West Bank and Gaza,Asia,1987,1691210,67.046,5107.2
West Bank and Gaza,Asia,1992,2104779,69.718,6017.7
West Bank and Gaza,Asia,1997,2826046,71.096,7110.7
West Bank and Gaza,Asia,2002,3389578,72.37,4515.5
West Bank and Gaza,Asia,2007,4018332,73.422,3025.3
"Yemen, Rep.",Asia,1952,4963829,32.548,781.7
"Yemen, Rep.",Asia,1957,5498090,33.97,804.8
"Yemen, Rep.",Asia,1962,6120081,35.18,825.6
"Yemen, Rep.",Asia,1967,6740785,36.984,862.4
"Yemen, Rep.",Asia,1972,7407075,39.848,1265.0
"Yemen, Rep.",Asia,1977,8403990,44.175,1829.8
"Yemen, Rep.",Asia,1982,9657618,49.113,1977.6
"Yemen, Rep.",Asia,1987,11219340,52.922,1971.7
"Yemen, Rep.",Asia,1992,13367997,55.599,1879.5
"Yemen, Rep.",Asia,1997,15826497,58.02,2117.5
"Yemen, Rep.",Asia,2002,18701257,60.308,2234.8
"Yemen, Rep.",Asia,2007,22211743,62.698,2280.8
Zambia,Africa,1952,2672000,42.038,1147.4
Zambia,Africa,1957,3016000,44.077,1312.0
Zambia,Africa,1962,3421000,46.023,1452.7
Zambia,Africa,1967,3900000,47.768,1777.1
Zambia,Africa,1972,4506497,50.107,1773.5
Zambia,Africa,1977,5216550,51.386,1588.7
Zambia,Africa,1982,6100407,51.821,1408.7
Zambia,Africa,1987,7272406,50.821,1213.3
Zambia,Africa,1992,8381163,46.1,1210.9
Zambia,Africa,1997,9417789,40.238,1071.4
Zambia,Africa,2002,10595811,39.193,1071.6
Zambia,Africa,2007,11746035,42.384,1271.2
Zimbabwe,Africa,1952,3080907,48.451,406.9
Zimbabwe,Africa,1957,3646340,50.469,518.8
Zimbabwe,Africa,1962,4277736,52.358,527.3
Zimbabwe,Africa,1967,4995432,53.995,569.8
Zimbabwe,Africa,1972,5861135,55.635,799.4
Zimbabwe,Africa,1977,6642107,57.674,685.6
Zimbabwe,Africa,1982,7636524,60.363,788.9
Zimbabwe,Africa,1987,9216418,62.351,706.2
Zimbabwe,Africa,1992,10704340,60.377,693.4
Zimbabwe,Africa,1997,11404948,46.809,792.4
Zimbabwe,Africa,2002,11926563,39.989,672.0
Zimbabwe,Africa,2007,12311143,43.487,469.7
